Evolutionary Prisoner's Dilemma Tournament Results
Generated on,2025-06-06 15:51:43
Termination Probability,25%
OpenAI Model Used,gpt-4o-mini-2024-07-18
Gemini Model Used,gemini-2.5-flash-preview-05-20

SECTION 1: POPULATION HISTORY
Phase,Alternator,Bayesian,Gemini,GenerousTFT,Gradual,GrimTrigger,OpenAI,Prober,Random,SuspiciousTFT,TitForTat,WinStayLoseShift
Phase 1,2,2,2,2,2,2,2,2,2,2,2,2
Phase 2,2,2,2,2,2,2,2,2,2,2,2,2
Phase 3,2,2,2,2,2,2,2,2,2,2,2,2
Phase 4,2,2,2,2,2,2,2,2,2,2,2,2
Phase 5,2,2,2,2,2,2,2,2,2,2,2,2

SECTION 2: STRATEGY PERFORMANCE BY PHASE
Phase,Strategy,ScorePerMove,ScorePerMatch,TotalScore,TotalRounds,MatchesPlayed
Phase 1,TitForTat,2.778,9.239,425,153,46
Phase 1,GenerousTFT,2.75,10.522,484,176,46
Phase 1,OpenAI,2.707,8.239,379,140,46
Phase 1,WinStayLoseShift,2.7,9.978,459,170,46
Phase 1,Gemini,2.67,11.609,534,200,46
Phase 1,Bayesian,2.649,9.848,453,171,46
Phase 1,Gradual,2.588,10.913,502,194,46
Phase 1,Prober,2.557,9.674,445,174,46
Phase 1,GrimTrigger,2.557,10.283,473,185,46
Phase 1,Alternator,2.468,9.978,459,186,46
Phase 1,SuspiciousTFT,2.424,8.957,412,170,46
Phase 1,Random,2.279,8.87,408,179,46
Phase 2,GenerousTFT,2.77,13.065,601,217,46
Phase 2,Gemini,2.762,9.848,453,164,46
Phase 2,TitForTat,2.762,10.087,464,168,46
Phase 2,WinStayLoseShift,2.743,10.674,491,179,46
Phase 2,OpenAI,2.732,13.304,612,224,46
Phase 2,Gradual,2.696,10.609,488,181,46
Phase 2,Random,2.644,10.804,497,188,46
Phase 2,GrimTrigger,2.636,10.543,485,184,46
Phase 2,Bayesian,2.628,7.826,360,137,46
Phase 2,Alternator,2.492,9.804,451,181,46
Phase 2,SuspiciousTFT,2.44,10.609,488,200,46
Phase 2,Prober,2.42,8.891,409,169,46
Phase 3,TitForTat,2.751,10.348,476,173,46
Phase 3,Bayesian,2.713,12.739,586,216,46
Phase 3,WinStayLoseShift,2.706,8.413,387,143,46
Phase 3,Gradual,2.702,10.043,462,171,46
Phase 3,Alternator,2.688,9.0,414,154,46
Phase 3,GenerousTFT,2.672,11.5,529,198,46
Phase 3,Gemini,2.642,8.5,391,148,46
Phase 3,OpenAI,2.633,8.413,387,147,46
Phase 3,GrimTrigger,2.626,9.935,457,174,46
Phase 3,Prober,2.573,9.565,440,171,46
Phase 3,SuspiciousTFT,2.552,10.761,495,194,46
Phase 3,Random,2.402,8.826,406,169,46
Phase 4,Bayesian,2.774,9.891,455,164,46
Phase 4,GrimTrigger,2.755,9.283,427,155,46
Phase 4,TitForTat,2.745,11.217,516,188,46
Phase 4,GenerousTFT,2.725,11.848,545,200,46
Phase 4,Gemini,2.721,11.652,536,197,46
Phase 4,WinStayLoseShift,2.701,9.63,443,164,46
Phase 4,Gradual,2.686,9.87,454,169,46
Phase 4,Prober,2.626,12.217,562,214,46
Phase 4,SuspiciousTFT,2.571,9.0,414,161,46
Phase 4,OpenAI,2.558,7.674,353,138,46
Phase 4,Random,2.518,10.457,481,191,46
Phase 4,Alternator,2.48,9.652,444,179,46
Phase 5,Gemini,2.795,13.065,601,215,46
Phase 5,TitForTat,2.794,9.413,433,155,46
Phase 5,WinStayLoseShift,2.766,10.522,484,175,46
Phase 5,SuspiciousTFT,2.757,8.87,408,148,46
Phase 5,GrimTrigger,2.743,10.674,491,179,46
Phase 5,GenerousTFT,2.733,11.348,522,191,46
Phase 5,Bayesian,2.726,12.565,578,212,46
Phase 5,OpenAI,2.654,9.0,414,156,46
Phase 5,Gradual,2.629,10.0,460,175,46
Phase 5,Prober,2.52,10.957,504,200,46
Phase 5,Alternator,2.497,9.065,417,167,46
Phase 5,Random,2.312,10.0,460,199,46

SECTION 3: COMPLETE MATCH AND ROUND DATA
Phase,Match,Round,Agent1,Agent2,Move1,Move2,Payoff1,Payoff2,Reasoning1,Reasoning2
Phase 2,182,15,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Throughout the previous 14 rounds, both I and my opponent have consistently chosen to cooperate (C). This creates a positive and trusting environment where both players can benefit from mutual cooperation. The repeated cooperation has resulted in a score of 3 points for each of us in every round, which is a favorable outcome. Given the established pattern of cooperation and the lack of any defection from the opponent, it seems reasonable to continue this strategy. The risk of defecting now could jeopardize the trust that has been built and lead to a lower score in the long run if the opponent decides to retaliate. Thus, I will continue to cooperate, as it maximizes the potential for a beneficial outcome for both parties."
Phase 2,182,16,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have consistently cooperated in all previous rounds, this suggests a strong mutual trust and a likely continuation of cooperation. As the game has not shown any signs of defection from my opponent, it would be beneficial to maintain this cooperative strategy to maximize our scores. Since there is still a chance the match could end after this round, I want to ensure that I capitalize on the cooperation we've established. By continuing to cooperate, I can secure a solid score for this round. Therefore, my move will be:"
Phase 2,182,17,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Considering that both I and my opponent have consistently chosen to cooperate (C) throughout the previous 16 moves, there is a strong indication of mutual trust and a desire to maintain a positive outcome. Given the nature of the Prisoner's Dilemma, if we continue to cooperate (C), we both earn 3 points per round, which has been beneficial for both parties so far. Since the game could end randomly after any round, it is in our best interest to continue cooperating to maximize points while we can. If I were to defect (D) now, I risk losing the trust that has been built, and should my opponent continue to cooperate, I would gain fewer points in the long run. Therefore, I will continue to cooperate to maintain the positive trajectory of our game."
Phase 2,182,18,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have consistently cooperated throughout the entire match with 17 rounds of (C, C), it suggests that my opponent is likely to continue cooperating as well. This establishes a pattern of mutual cooperation, which has resulted in a steady accumulation of points for both sides. Continuing to cooperate (C) is the most beneficial strategy at this point, as it allows us to maintain the high score from mutual cooperation. Since the match could end randomly after any round, it is advantageous to keep the score high while the opportunity exists. Thus, my next move will be to continue cooperating."
Phase 2,182,19,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have cooperated in all previous rounds, it demonstrates a consistent pattern of mutual cooperation. This has resulted in a stable accumulation of points for both of us. Since there is a 25% chance that the game might end after any given round and we have been successful in cooperating so far, I believe it’s best to continue this strategy. By cooperating (C) again, we maintain our points and reinforce the possibility of mutual cooperation in future rounds. If I were to defect (D) now, I risk breaking this positive pattern and potentially losing the benefits of cooperation, especially if my opponent decides to continue cooperating. Therefore, I will choose to cooperate once more."
Phase 2,182,20,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have cooperated consistently throughout all previous rounds, it indicates a mutual understanding and trust in our strategy. Since we have both chosen to cooperate (C) for 19 consecutive moves, it would be prudent to continue this pattern, as it has maximized our scores thus far. Additionally, the nature of the Prisoner's Dilemma suggests that continued cooperation can lead to a stable outcome for both players, particularly since the match could end at any point. By maintaining cooperation, I can ensure that I receive the maximum possible points given the history of our interactions. Therefore, I will continue to cooperate in this next move."
Phase 2,182,21,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have consistently cooperated in all previous rounds, it seems we have established a strong mutual trust. The pattern of cooperation has led to a stable accumulation of points for both players. Since there is a 25% chance that the match could end after this round, continuing to cooperate may maximize our scores if the match ends soon. Moreover, if I choose to defect (D) now, I risk damaging the trust we've built and potentially losing points in future rounds, especially if my opponent reacts negatively to my defection. Therefore, maintaining cooperation is likely the best strategy for maximizing my score in this round and possibly future rounds, should the match continue."
Phase 2,182,22,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have consistently chosen to cooperate (C) in all previous rounds, it indicates a strong mutual trust has been established. This trust suggests that continuing to cooperate may yield the best outcome for both of us, especially since the game can end randomly and I want to maximize my score in the long run. If I choose to defect (D) now, I risk breaking this established pattern of cooperation and potentially losing the gains from future rounds. Since both players have cooperated without deviation, I will also continue to cooperate to maintain this positive outcome."
Phase 2,182,23,GenerousTFT_2,OpenAI_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that we have consistently cooperated throughout all previous rounds, it seems that my opponent is also committed to cooperation. This strategy has led to mutual benefit, with a score of 3 points for each of us in every round. Since the match could end randomly after any given round, maintaining cooperation maximizes my score in the event that this is one of the last rounds. Therefore, I will continue to cooperate, trusting that my opponent will do the same."
Phase 2,183,1,GenerousTFT_2,OpenAI_2,C,C,3,3,Starting with cooperation.,"Since there have been no moves made yet, I have no information about my opponent's tendencies. In a situation like this, it's often wise to start with cooperation (C) as it can set a positive tone and encourage mutual cooperation in future rounds. Even though there's a risk of being exploited if the opponent defects, starting with cooperation provides a chance to establish a trusting dynamic."
Phase 2,183,2,GenerousTFT_2,OpenAI_2,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Since both I and my opponent cooperated in the first move, it indicates a willingness to work together. Given the nature of the Prisoner's Dilemma, continuing to cooperate (C) could foster a positive outcome and may encourage the opponent to maintain a cooperative strategy as well. Since there is still uncertainty about when the game might end, it is prudent to build a foundation of trust by sticking to cooperation for now."
Phase 2,183,3,GenerousTFT_2,OpenAI_2,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","Given that both I and my opponent have cooperated in the previous rounds, it seems we are establishing a pattern of mutual cooperation. Continuing to cooperate (C) will likely yield a positive outcome for both of us, as we can both benefit from the consistent scoring of 3 points per round. While there is always the risk that my opponent may choose to defect (D), leading to a potential loss for me, the current history suggests they may also prefer to cooperate. Therefore, I will continue to play cooperatively for now to nurture this relationship and maximize my score collectively."
Phase 2,184,1,GenerousTFT_2,Gemini_1,C,C,3,3,Starting with cooperation.,"This is the first round of the game, so there are no prior moves to analyze. My goal is to maximize my score over the entire duration of the match, which can last for an uncertain number of rounds (expected 4 rounds, given the 25% termination probability). While defecting (D) in the first round guarantees at least 1 point and potentially 5 points (if the opponent cooperates), it also risks alienating the opponent and leading to a perpetual state of mutual defection (D,D), where both players only get 1 point per round. This would significantly limit my total score over the match. Cooperating (C) in the first round is a common opening move for robust strategies like Tit-for-Tat. It signals a willingness to cooperate and attempt to achieve the higher mutual payoff (3 points each). If the opponent also cooperates, we establish a positive pattern, leading to a much higher score for both of us over time. While there's a risk of getting 0 points if the opponent defects in the first round, this move allows me to identify their strategy and adapt accordingly in subsequent rounds (e.g., by defecting myself if they defect). Over the expected duration of the game, fostering cooperation is typically the path to the highest cumulative score."
Phase 2,184,2,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","My opponent cooperated in the first round. This indicates a willingness to cooperate, which is a positive sign for establishing a mutually beneficial relationship in this repeated game. In the Prisoner's Dilemma, while defecting can yield the highest immediate payoff (5 points) if the opponent cooperates, it risks triggering retaliation. If my opponent is playing a strategy like Tit-for-Tat (which is common and robust in repeated dilemmas) or a similar retaliatory strategy, my defection would likely lead to them defecting in the next round. This could spiral into a sequence of mutual defections (D,D), where both players consistently receive only 1 point per round, which is a poor outcome for both. Conversely, by cooperating now, I reinforce the initial cooperative move. If my opponent is also trying to maximize their score over the course of the match and is a rational player, they will likely continue cooperating if I do. This establishes a sequence of mutual cooperations (C,C), where both players consistently receive 3 points per round. Given that the game can end randomly, the goal is to maximize the total score over the *expected* duration of the game. A consistent stream of 3 points per round from mutual cooperation is generally more valuable in the long run than an initial burst of 5 points followed by rounds of only 1 point. Therefore, I will cooperate to encourage continued mutual cooperation."
Phase 2,184,3,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated in the first two rounds. In an iterated Prisoner's Dilemma with an unknown number of rounds, a strategy like Tit-for-Tat (TFT) is often optimal. TFT starts by cooperating and then mirrors the opponent's previous move. Since the opponent's last move was 'C', I will also cooperate to encourage continued mutual cooperation, which yields 3 points for both players per round. While defecting might provide a short-term gain of 5 points, it risks triggering a cycle of defection (D,D) where both players only receive 1 point, which would be detrimental to my total score over the long run."
Phase 2,184,4,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated in all previous rounds. This establishes a strong pattern of cooperation, suggesting they are either playing an """"Always Cooperate"""" strategy or a reciprocal strategy like """"Tit-for-Tat."""" Maintaining mutual cooperation (C,C) yields 3 points per round for both players, which is a stable and relatively high payoff. While defecting (D) against a cooperating opponent (C) would give me 5 points in this round, it carries a significant risk. If the opponent is playing a strategy that mirrors my last move or retaliates against defection, my defection would likely lead them to defect in the next round. This would break the cycle of mutual cooperation, potentially leading to both of us receiving only 1 point per round (D,D) in subsequent rounds, or me receiving 0 points if I continued to cooperate while they defected. Given that the match can end randomly with a 25% probability, there's a 75% chance of more rounds. Therefore, it's crucial to consider the long-term expected score, not just the immediate gain. Exploiting the opponent's cooperation now would likely lead to a lower total score over the course of the match if it breaks the current cooperative dynamic. It is in my best interest to encourage and maintain this cooperative behavior."
Phase 2,184,5,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated for all 4 previous rounds. This establishes a strong pattern of mutual cooperation, yielding a stable and beneficial score of 3 points per round for both of us. My goal is to maximize my score over the entire match, which has an uncertain end point. Breaking this established cooperation by defecting, while potentially offering a higher score for this single round (5 points), carries a significant risk. If my opponent retaliates by also defecting in subsequent rounds, the game could devolve into a (D, D) scenario, yielding only 1 point per round. This would severely diminish my overall score in the long run. Therefore, the most rational strategy to maximize my total score is to maintain the current cooperative dynamic, which consistently provides a good score per round."
Phase 2,184,6,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated for all 5 previous rounds. This establishes a strong pattern of trust and mutual cooperation, leading to both players consistently receiving 3 points per round. In a repeated Prisoner's Dilemma with an uncertain end, maintaining cooperation is generally the most effective strategy for maximizing long-term scores. If I were to defect now, I might gain 5 points this round (while the opponent gets 0), but it would likely break the established trust. The opponent would then almost certainly retaliate by defecting in future rounds, leading to a less favorable outcome for both of us (e.g., D,D resulting in 1 point each, or me getting 0 if I try to re-cooperate). Maintaining the current cooperative equilibrium provides a stable and mutually beneficial outcome of 3 points per round."
Phase 2,184,7,GenerousTFT_2,Gemini_1,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated for all six previous rounds, indicating a strong likelihood of them employing a cooperative strategy, such as Tit-for-Tat. In an iterated Prisoner's Dilemma with an uncertain end, maintaining mutual cooperation generally leads to the highest long-term scores. While defecting now would yield an immediate gain of 5 points, it carries a significant risk. If the opponent is playing Tit-for-Tat, they would likely retaliate with a defection in the subsequent rounds, leading to a breakdown of cooperation and a probable D-D cycle where both players receive only 1 point per round. Given the 25% chance of the match ending each round, the game is expected to continue for several more rounds (on average, 4 more rounds including the current one). The long-term benefit of maintaining a stable (C,C) outcome (3 points per round) outweighs the short-term gain of a single defection followed by likely lower scores. Therefore, continuing to cooperate is the most robust strategy to maximize my overall score."
Phase 2,185,1,GenerousTFT_2,Gemini_2,C,C,3,3,Starting with cooperation.,"This is the first round, and there is no history of moves to analyze. My goal is to maximize my score over the course of the entire match, however long it lasts. The match ending with a 25% probability means that while the game is finite, there is no fixed 'last round' to backward induct from. In an iterated Prisoner's Dilemma with an uncertain end, strategies like Tit-for-Tat (TFT) have been shown to be very robust. TFT starts by cooperating and then mirrors the opponent's previous move. This strategy is """"nice"""" (starts cooperatively), """"retaliatory"""" (punishes defection), and """"forgiving"""" (resumes cooperation if the opponent does). If I cooperate (C) on the first move, I signal my willingness to establish a mutually beneficial outcome (C,C), which yields 3 points for both players per round. This is the best joint outcome and significantly better than mutual defection (D,D), which yields only 1 point per round. While starting with D could give me a 5-point payoff if the opponent cooperates, it risks immediately entering a (D,D) cycle if the opponent also defects or retaliates, which would yield only 1 point per round. The potential loss of 0 points if I cooperate and the opponent defects is a risk, but it's a one-time cost to test the waters. If the opponent defects, I can adjust my strategy in the next round by defecting. Starting with C attempts to set up a cooperative dynamic, which offers the highest potential total score over the long run if the opponent is also willing to cooperate."
Phase 2,185,2,GenerousTFT_2,Gemini_2,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent cooperated in the first round, which is a good starting point for establishing mutual cooperation. A common and successful strategy in the Prisoner's Dilemma is Tit-for-Tat, which involves cooperating on the first move and then mirroring the opponent's previous move. Since the opponent cooperated, I will reciprocate to encourage continued cooperation, as the (C,C) outcome (3 points for both) is better for long-term scoring than a (D,D) outcome (1 point for both) or a cycle of exploitation. While defecting could yield a higher immediate score if the opponent cooperates, it risks breaking trust and leading to lower scores in subsequent rounds, and the game has a high probability of continuing."
Phase 2,185,3,GenerousTFT_2,Gemini_2,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated in both previous rounds, indicating a willingness to establish and maintain mutual cooperation. In the iterated Prisoner's Dilemma, mutual cooperation (C,C) yields 3 points for both players, which is the best outcome if both players prioritize long-term gains. Given the opponent's cooperative behavior, my best strategy is to reciprocate. Defecting now would give me a short-term gain of 5 points (assuming the opponent cooperates), but it would likely lead to the opponent defecting in subsequent rounds, resulting in both players scoring only 1 point (D,D) or 0 points for me if they switch to C and I D, which is not sustainable. Continuing to cooperate encourages the opponent to maintain their cooperative strategy, leading to a stable score of 3 points per round for both of us, which is the highest sustainable score. The 25% chance of the game ending means future rounds are valuable, making sustained cooperation more beneficial than a single exploitative move."
Phase 2,185,4,GenerousTFT_2,Gemini_2,C,C,3,3,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated for three rounds, establishing a clear pattern of cooperation. My goal is to maximize my score over the course of the match, which means considering potential future rounds, even with the 25% termination probability. If I defect now, I might gain 5 points this round (if the opponent cooperates), but this would likely trigger retaliation from the opponent in subsequent rounds (e.g., if they are playing a Tit-for-Tat strategy). If they retaliate, we would likely enter a Defect-Defect cycle, where both of us only earn 1 point per round. Compared to the 3 points we each earn from consistent cooperation, this leads to a lower cumulative score if the game continues for more than one round. Given that there is a 75% chance the game will continue, maintaining the cooperative pattern is the more robust strategy for maximizing long-term gains. Continuing to cooperate ensures a steady 3 points per round, which, on average, is superior to a potential 5 points followed by likely 1-point rounds."
Phase 2,185,5,GenerousTFT_2,Gemini_2,C,D,0,5,"Opponent cooperated, so I'm cooperating too.","The opponent has consistently cooperated for all four previous rounds. This strong pattern of cooperation indicates that they are either an """"Always Cooperate"""" (All-C) player or a """"Tit-for-Tat"""" (TFT) player. If the opponent is an """"Always Cooperate"""" player, defecting (D) now would yield 5 points for me this round (compared to 3 for cooperating), and I could continue to exploit this for 5 points per round if the game continues. This represents the highest possible score for me. If the opponent is a """"Tit-for-Tat"""" player, defecting now would still yield 5 points for me this round (as they would play C in response to my previous C). However, they would likely retaliate by defecting in the subsequent round. While this could lead to a less favorable outcome of 1 point per round in the long run (D-D), the 25% probability of the game ending after any round significantly discounts future gains. This short """"shadow of the future"""" means immediate gains carry more weight. Given the consistent history of cooperation, the potential to achieve a significant immediate gain by defecting, combined with the high probability of the game ending soon, makes defecting the optimal strategy to maximize my score."
Phase 2,185,6,GenerousTFT_2,Gemini_2,D,D,1,1,"Opponent defected, so I'm reciprocating with defection.","My opponent has consistently cooperated for all five rounds, even after I defected in the last round. This indicates an extremely forgiving strategy or an """"Always Cooperate"""" strategy. Since my goal is to maximize my score, and the opponent has given no indication of retaliating or changing their behavior, continuing to defect will yield the highest immediate payoff (5 points). There is no past evidence to suggest they will defect."
Phase 2,186,1,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Starting with defection (suspicious).,Starting with defection (suspicious).
Phase 2,186,2,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,3,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,4,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,5,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,6,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,7,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,8,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,9,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,10,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,11,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,186,12,SuspiciousTFT_1,SuspiciousTFT_2,D,D,1,1,Copying opponent's last move (D).,Copying opponent's last move (D).
Phase 2,187,1,SuspiciousTFT_1,Gradual_1,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation.
Phase 2,187,2,SuspiciousTFT_1,Gradual_1,C,D,0,5,Copying opponent's last move (C).,"Opponent defected, initiating retaliation of 1 defections."
Phase 2,187,3,SuspiciousTFT_1,Gradual_1,D,C,5,0,Copying opponent's last move (D).,"Retaliation complete, offering cooperation as peace."
Phase 2,187,4,SuspiciousTFT_1,Gradual_1,C,D,0,5,Copying opponent's last move (C).,"Opponent defected, initiating retaliation of 2 defections."
Phase 2,187,5,SuspiciousTFT_1,Gradual_1,D,D,1,1,Copying opponent's last move (D).,Continuing retaliation (1 more defections).
Phase 2,188,1,SuspiciousTFT_1,Gradual_2,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation.
Phase 2,188,2,SuspiciousTFT_1,Gradual_2,C,D,0,5,Copying opponent's last move (C).,"Opponent defected, initiating retaliation of 1 defections."
Phase 2,188,3,SuspiciousTFT_1,Gradual_2,D,C,5,0,Copying opponent's last move (D).,"Retaliation complete, offering cooperation as peace."
Phase 2,189,1,SuspiciousTFT_1,Prober_1,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation.
Phase 2,189,2,SuspiciousTFT_1,Prober_1,C,D,0,5,Copying opponent's last move (C).,Testing opponent with defection on second move.
Phase 2,189,3,SuspiciousTFT_1,Prober_1,D,C,5,0,Copying opponent's last move (D).,Back to cooperation for the third move.
Phase 2,189,4,SuspiciousTFT_1,Prober_1,C,D,0,5,Copying opponent's last move (C).,"Playing Tit-for-Tat, copying opponent's last move (D)."
Phase 2,189,5,SuspiciousTFT_1,Prober_1,D,C,5,0,Copying opponent's last move (D).,"Playing Tit-for-Tat, copying opponent's last move (C)."
Phase 2,189,6,SuspiciousTFT_1,Prober_1,C,D,0,5,Copying opponent's last move (C).,"Playing Tit-for-Tat, copying opponent's last move (D)."
Phase 2,189,7,SuspiciousTFT_1,Prober_1,D,C,5,0,Copying opponent's last move (D).,"Playing Tit-for-Tat, copying opponent's last move (C)."
Phase 2,189,8,SuspiciousTFT_1,Prober_1,C,D,0,5,Copying opponent's last move (C).,"Playing Tit-for-Tat, copying opponent's last move (D)."
Phase 2,189,9,SuspiciousTFT_1,Prober_1,D,C,5,0,Copying opponent's last move (D).,"Playing Tit-for-Tat, copying opponent's last move (C)."
Phase 2,189,10,SuspiciousTFT_1,Prober_1,C,D,0,5,Copying opponent's last move (C).,"Playing Tit-for-Tat, copying opponent's last move (D)."
Phase 2,190,1,SuspiciousTFT_1,Prober_2,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation.
Phase 2,191,1,SuspiciousTFT_1,Alternator_1,D,C,5,0,Starting with defection (suspicious).,Alternating pattern: cooperate on even-numbered rounds.
Phase 2,192,1,SuspiciousTFT_1,Alternator_2,D,C,5,0,Starting with defection (suspicious).,Alternating pattern: cooperate on even-numbered rounds.
Phase 2,192,2,SuspiciousTFT_1,Alternator_2,C,D,0,5,Copying opponent's last move (C).,Alternating pattern: defect on odd-numbered rounds.
Phase 2,192,3,SuspiciousTFT_1,Alternator_2,D,C,5,0,Copying opponent's last move (D).,Alternating pattern: cooperate on even-numbered rounds.
Phase 2,192,4,SuspiciousTFT_1,Alternator_2,C,D,0,5,Copying opponent's last move (C).,Alternating pattern: defect on odd-numbered rounds.
Phase 2,192,5,SuspiciousTFT_1,Alternator_2,D,C,5,0,Copying opponent's last move (D).,Alternating pattern: cooperate on even-numbered rounds.
Phase 2,192,6,SuspiciousTFT_1,Alternator_2,C,D,0,5,Copying opponent's last move (C).,Alternating pattern: defect on odd-numbered rounds.
Phase 2,193,1,SuspiciousTFT_1,Bayesian_1,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation to gather data.
Phase 2,193,2,SuspiciousTFT_1,Bayesian_1,C,D,0,5,Copying opponent's last move (C).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.10, grim_trigger:0.10, win_stay_lose_shift:0.10, random:0.10, generous_tft:0.10, suspicious_tft:0.10, gradual:0.10, prober:0.10, alternator:0.10, always_cooperate:0.10. Using TFT."
Phase 2,193,3,SuspiciousTFT_1,Bayesian_1,D,C,5,0,Copying opponent's last move (D).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.21, grim_trigger:0.01, win_stay_lose_shift:0.01, random:0.11, generous_tft:0.21, suspicious_tft:0.21, gradual:0.01, prober:0.01, alternator:0.01, always_cooperate:0.21. Using TFT."
Phase 2,193,4,SuspiciousTFT_1,Bayesian_1,C,D,0,5,Copying opponent's last move (C).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.40, grim_trigger:0.02, win_stay_lose_shift:0.00, random:0.11, generous_tft:0.02, suspicious_tft:0.40, gradual:0.02, prober:0.00, alternator:0.00, always_cooperate:0.02. Using TFT."
Phase 2,193,5,SuspiciousTFT_1,Bayesian_1,D,C,5,0,Copying opponent's last move (D).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.44, grim_trigger:0.00, win_stay_lose_shift:0.00, random:0.06, generous_tft:0.02, suspicious_tft:0.44, gradual:0.00, prober:0.00, alternator:0.00, always_cooperate:0.02. Using TFT."
Phase 2,193,6,SuspiciousTFT_1,Bayesian_1,C,D,0,5,Copying opponent's last move (C).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.47, grim_trigger:0.00, win_stay_lose_shift:0.00, random:0.04, generous_tft:0.02, suspicious_tft:0.47, gradual:0.00, prober:0.00, alternator:0.00, always_cooperate:0.00. Using TFT."
Phase 2,193,7,SuspiciousTFT_1,Bayesian_1,D,C,5,0,Copying opponent's last move (D).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.48, grim_trigger:0.00, win_stay_lose_shift:0.00, random:0.02, generous_tft:0.03, suspicious_tft:0.48, gradual:0.00, prober:0.00, alternator:0.00, always_cooperate:0.00. Using TFT."
Phase 2,194,1,SuspiciousTFT_1,Bayesian_2,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation to gather data.
Phase 2,194,2,SuspiciousTFT_1,Bayesian_2,C,D,0,5,Copying opponent's last move (C).,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.10, grim_trigger:0.10, win_stay_lose_shift:0.10, random:0.10, generous_tft:0.10, suspicious_tft:0.10, gradual:0.10, prober:0.10, alternator:0.10, always_cooperate:0.10. Using TFT."
